GeneId	GeneName	Cond1	Cond2	Cond3	Cond4	Cond5	Cond6	Cond7	Cond8	Cond9	Cond10	Cond11	Cond12	Cond13	Cond14	Cond15	Cond16	Cond17	Cond18	Cond19	Cond20	Cond21	Cond22	Cond23	Cond24	Cond25	Cond26	Cond27	Cond28	Cond29	Cond30	Cond31	Cond32	Cond33	Cond34	Cond35	Cond36	Cond37	Cond38	Cond39	Cond40	Cond41	Cond42	Cond43	Cond44	Cond45	Cond46	Cond47	Cond48	Cond49	Cond50	Cond51	Cond52	Cond53	Cond54	Cond55	Cond56	Cond57	Cond58	Cond59	Cond60	Cond61	Cond62	Cond63	Cond64	Cond65	Cond66	Cond67	Cond68	Cond69	Cond70	Cond71	Cond72
YGR153W	TOS10	-1.039201857	-0.251927723	0.535346411	1.29112958	0.755783169	1.007710891	-0.40938255	0.094472896	0.283418688	0.188945792	-0.125963861	0.377891584	0.188945792	-0.188945792	-1.102183787	-0.283418688	-0.88174703	-0.661310272	-0.031490965	1.511566337	1.983930817	0.535346411	-0.724292203	-2.109894679	-0.157454827	-2.23585854	0.692801238	-0.88174703	0.40938255	0.661310272	0.40938255	0.377891584	1.794985025	-1.543057302	-0.818765099	-1.007710891	1.82094E-17	0.566837376	2.865677847	-0.88174703	-0.88174703	-0.535346411	-0.47236448	-0.283418688	1.133674753	1.322620545	-0.535346411	-1.196656684	0.440873515	-0.755783169	-0.40938255	1.322620545	1.857966956	-0.755783169	0.535346411	1.102183787	-1.35411151	-1.794985025	-1.857966956	0.724292203	1.574548268	-0.787274134	-0.251927723	-0.724292203	1.007710891	-0.251927723	-0.031490965	-0.251927723	0.724292203	-0.031490965	-0.251927723	0.47236448
YLR234W	TOP3	-0.887436495	-0.628330949	0.537644008	0.356270126	0.770839	-0.472867622	0.408091235	-0.369225403	0.200806798	0.226717353	0.226717353	1.185407873	0.200806798	-0.265583185	-0.706062613	-0.524688731	0.148985689	-0.110119857	0.770839	1.807261184	2.714130595	1.418602865	-1.224273705	-0.395135958	-0.861525941	-1.172452596	-0.550599285	1.0558551	0.278538462	1.72952952	0.09716458	1.470423974	0.019432916	0.537644008	-1.224273705	-0.861525941	-1.042899823	-2.571622545	-0.187851521	-0.084209302	-0.136030412	-1.094720932	-0.395135958	-1.379737033	2.843683368	1.340871201	-0.291493739	-1.042899823	-0.91334705	-1.327915924	-0.57650984	0.641286227	1.237228983	0.900391773	-0.395135958	-0.343314849	0.019432916	-1.327915924	-0.421046512	-1.638842579	-1.042899823	-0.550599285	0.459912344	1.470423974	0.459912344	1.081765655	0.770839	0.770839	-0.369225403	0.408091235	-1.146542041	-0.032388193
YKR010C	TOF2	-1.354765362	-1.300762258	-0.463714151	0.400335508	0.832360338	0.832360338	0.508341716	-0.355707943	-0.058690873	-0.976743636	-0.868737428	-0.112693977	0.85936189	0.42733706	0.751355682	0.832360338	-0.355707943	-0.112693977	-0.355707943	-0.085692425	1.291386719	2.101433274	1.507399134	0.42733706	0.103318438	-1.084749843	-1.597779328	-1.462771569	-1.678783984	-0.355707943	-0.139695529	1.291386719	1.669408445	1.102375856	0.832360338	-1.084749843	0.400335508	0.346332405	-0.787732773	-1.381766913	-1.165754499	-0.59872191	-1.219757602	-0.382709495	0.076316886	1.291386719	2.938481381	1.372391375	1.426394478	-0.814734325	-1.246759154	-2.326821228	-1.246759154	1.318388271	1.291386719	0.386834732	-0.517717254	-0.652725014	-0.085692425	-0.409711047	-0.409711047	-0.787732773	-0.841735877	-0.16669708	0.481340164	0.319330853	0.319330853	0.454338612	0.697352578	0.454338612	0.103318438	-0.59872191
YNL273W	TOF1	-0.725802611	-0.275520091	0.149746733	1.300468727	0.675076339	-0.275520091	-0.45062996	-0.788341849	-1.126053739	0.700092035	0.700092035	1.125358859	0.925233294	0.049683951	-1.000975261	-0.2254887	-0.45062996	-0.2254887	0.149746733	0.22479382	0.449935079	-0.075394527	0.099715342	0.049683951	0.049683951	0.174762428	0.099715342	1.4505629	1.4505629	0.900217599	0.449935079	0.549997861	-0.150441613	-0.325551482	-0.775834002	0.099715342	-1.62636765	-1.776461823	-0.525677046	0.424919384	-0.200473004	-0.025363136	-1.576336259	0.600029252	3.07658311	0.549997861	-0.650755524	-0.775834002	-1.40122639	-1.9015403	-0.475645655	2.100970984	2.301096548	0.575013557	-0.650755524	-0.863388936	-1.076022348	-1.776461823	-2.927183817	-1.17608513	-0.325551482	0.600029252	0.800154817	0.700092035	0.875201903	1.150374554	0.349872297	0.625044948	-0.200473004	0.299840906	-0.525677046	0.474950775
YGR260W	TNA1	0.201638183	-0.691300367	-0.845255289	-1.153165134	0.263220152	-0.075480677	0.170847199	0.016892276	1.063785749	-0.414181507	1.494859532	-0.260226584	1.032994764	-0.475763476	0.632711966	0.294011137	-1.030001196	0.078474245	0.940621811	-1.73819384	-2.107685653	0.417175075	1.556441501	0.694293935	2.264634144	0.447966059	2.849662849	0.170847199	-0.568136429	-0.444972491	0.817457873	-1.584238917	-0.845255289	0.263220152	0.725084919	0.232429168	2.295425128	-1.953730731	0.263220152	-1.091583165	-1.461074979	-1.73819384	1.310113625	0.232429168	-1.337911041	-0.814464305	-1.183956119	-0.629718398	0.694293935	0.755875904	0.755875904	0.140056214	-0.537345445	0.817457873	-0.260226584	-0.398786014	-0.537345445	0.016892276	-2.046103684	0.140056214	1.186949687	0.447966059	0.047683261	0.201638183	1.310113625	0.078474245	-0.075480677	-0.291017569	-0.167853631	0.324802121	-0.260226584	-0.629718398
YIL011W	TIR3	-0.626541055	-1.500784388	-0.901303246	-1.176065436	0.022896849	-0.701476198	1.496621325	-0.176930198	1.121945611	0.372594182	0.447529325	0.197745516	0.497486087	-0.351778865	0.697313135	-0.176930198	1.196880753	0.022896849	-2.35004934	-1.750568198	-0.976238388	0.272680659	0.447529325	0.972075325	0.997053706	0.797226658	1.047010468	0.32263742	-0.201908579	0.197745516	0.472507706	-0.22688696	0.172767135	0.197745516	0.222723897	1.022032087	1.521599706	-2.250135816	1.421686182	-0.151951817	-0.701476198	-0.901303246	-2.200179054	-2.524898007	-1.775546578	-0.101995056	0.947096944	1.546578087	1.796361896	1.196880753	0.672334754	-0.351778865	-0.801389722	-0.176930198	-0.47667077	-0.052038294	0.372594182	0.57242123	-1.775546578	-1.076151912	0.29765904	-1.126108674	-0.776411341	-0.002081532	0.497486087	1.271815896	0.497486087	0.922118563	0.84718342	0.347615801	0.497486087	-0.101995056
YIL144W	TID3	-1.70993752	-0.65351972	-0.710623385	0.17448342	-0.253794066	1.887593367	0.345794415	0.345794415	-0.253794066	0.716968237	-1.567178358	0.231587085	-0.082483071	-0.396553228	0.602760907	0.831175567	0.231587085	-0.253794066	-1.966904012	0.231587085	2.287319021	1.288004886	0.031724258	-0.253794066	-0.65351972	-1.624282023	-1.481522861	-1.167452704	-0.196690401	0.40289808	0.117379756	2.487181848	1.659178707	-1.82414485	0.374346248	-0.99614171	-0.567864223	1.316556718	0.488553577	-0.196690401	-0.65351972	0.374346248	-1.93835218	-1.110349039	-0.453656893	0.488553577	0.317242583	1.887593367	1.202349388	0.088827923	0.888279231	-0.139586736	0.888279231	-0.796278882	0.888279231	2.058904361	-0.710623385	-2.166766839	0.17448342	0.260138918	0.431449912	-1.024693542	-0.368001396	0.545657242	0.374346248	0.345794415	-0.196690401	0.060276091	-0.111034904	-0.824830715	-0.139586736	0.117379756
YML064C	TEM1	-0.209956764	-1.930995731	0.072601872	-0.620951144	0.560657698	-0.620951144	0.945964929	0.997339227	1.228523566	-0.184269616	-0.184269616	-1.031945524	-0.132895318	-0.672325442	0.586344847	0.278099062	1.485395053	-0.184269616	0.098289021	-1.391565607	-0.646638293	0.406534806	0.252411913	1.459707904	0.920277781	3.232121168	0.175350467	0.637719144	-2.085118623	-1.520001351	-2.085118623	-0.415453954	-1.391565607	0.175350467	0.303786211	2.204635218	-0.312705359	1.588143648	-1.031945524	-0.646638293	-0.030146723	0.637719144	-0.569576847	-0.466828252	-0.312705359	-0.723699739	-0.852135483	-0.209956764	1.613830797	0.175350467	1.793640838	-0.287018211	-1.083319822	-1.263129863	-0.736543314	-0.209956764	1.33127216	0.560657698	-1.494314202	-0.954884078	-0.081521021	-0.646638293	0.637719144	-0.954884078	0.637719144	0.817529186	0.689093442	0.432221954	0.175350467	0.534970549	0.355160508	0.175350467
YGR099W	TEL2	-0.60405532	-0.510924735	-0.41779415	-0.311359197	0.992468988	0.300641788	0.939251511	-0.231532981	-0.151706766	-0.284750458	-1.003186396	0.300641788	0.513511696	-0.41779415	0.114380619	0.407076742	0.114380619	-0.550837843	-2.49327575	-0.471011627	2.429340865	0.167598096	2.775254465	1.657687449	-0.07188055	-0.896751443	-0.896751443	-0.391185412	-0.657272797	-0.125098027	1.81733988	0.965860249	0.686468496	0.407076742	0.912642773	-0.896751443	-0.07188055	-2.040927196	-1.548665535	-1.056403873	-1.375708735	-0.07188055	-1.828057289	-1.083012612	1.311773849	1.551252496	0.699772865	1.098903942	1.47142628	0.194206834	-0.870142704	-0.098489289	0.140989357	0.832816557	0.832816557	0.912642773	-0.710490273	-2.120753412	-0.151706766	-0.630664058	-0.923360181	-0.843533966	-0.045271812	0.752990342	0.27403305	0.859425296	0.77959908	0.27403305	0.327250526	0.407076742	-0.790316489	-0.577446581
YBR083W	TEC1	1.201967188	0.483646083	-0.859302068	-0.016055554	-0.859302068	-1.483929115	-0.734376659	-0.812455039	-0.234675021	0.57734014	1.451818006	0.780343931	0.202563912	0.04640715	0.530493112	-0.531372868	0.218179588	0.561724464	0.030791474	1.654821797	0.054214988	-1.54639182	-1.608854525	-1.187231268	-0.874917744	0.202563912	-0.390831783	1.686053149	0.421183379	-0.109749611	-0.422063135	-0.828070716	-1.54639182	-1.780626963	-1.093537211	0.124485531	-0.671913954	2.732303453	0.04640715	2.419989929	1.842209911	1.623590444	-1.42146641	-1.42146641	-0.906149097	-0.937380449	-0.593835573	-0.468910164	-0.952996125	-0.984227477	0.140101207	1.701668825	0.608571493	0.140101207	0.225987426	0.311873645	1.155120159	1.717284501	-1.093537211	-0.828070716	0.17133256	0.514877436	0.202563912	-0.453294487	-0.453294487	-0.35960043	0.639802845	0.358720674	-0.219059345	0.998963397	0.686649874	0.249410941
YOR337W	TEA1	1.171364117	-0.200258245	-0.518670578	0.191633859	0.338593397	-0.420697553	0.338593397	0.04467432	0.412073167	-0.469684066	-0.322724527	-0.126778475	0.583525962	-0.837082912	-0.126778475	0.069167576	-0.126778475	-0.126778475	-0.004312193	-1.914786196	-0.004312193	1.514269707	1.56325622	1.097884347	4.94332561	-0.788096399	-1.914786196	-2.208705273	-1.718840144	-0.396204296	0.191633859	1.024404578	1.122377604	0.828458526	1.342816912	-0.396204296	0.779472013	-0.837082912	-1.033028964	-1.571880606	-0.886069425	-0.886069425	1.318323655	0.950924808	0.412073167	-0.249244758	-1.082015477	-0.077791962	0.069167576	0.04467432	-0.763603143	-0.543163835	0.583525962	-0.543163835	-0.334971155	-0.126778475	1.024404578	-0.322724527	-0.910562682	-0.102285219	0.167140602	0.118154089	0.118154089	0.240620371	-0.273738014	0.020181063	0.608019218	1.171364117	-0.861576169	-0.077791962	0.093660833	-0.396204296
YPL128C	TBF1	-1.003905873	-1.191216846	-1.066342864	-0.504409948	0.286458601	-0.213037325	1.202201131	0.119959959	0.140772289	0.078335299	-0.254661985	-0.171412664	0.286458601	0.036710638	0.557018894	0.036710638	0.286458601	1.243825791	-0.483597618	-0.71253325	0.18239695	1.410324433	1.451949094	1.11895181	-0.358723636	-0.400348297	-0.879031892	-0.566846939	-0.525222278	0.140772289	0.411332582	0.473769573	0.994077829	0.869203847	4.407299986	0.411332582	-0.941468883	-3.43894851	-0.71253325	-1.087155194	-1.024718204	-0.837407232	-0.65009626	0.161584619	0.452957243	0.681892875	1.223013461	1.597635405	0.577831224	-0.046538683	-0.879031892	-0.71253325	-0.546034608	0.015898308	-0.004914022	-0.025726353	-0.067351013	-1.482589469	0.390520252	-1.066342864	-1.378527818	-0.71253325	-0.566846939	-0.046538683	-0.025726353	1.576823075	0.931640838	0.952453168	-0.69172092	0.806766857	-0.254661985	0.015898308
YIL129C	TAO3	-1.643710447	-2.04993637	-1.929573133	0.567964022	0.567964022	0.944099135	1.606096935	1.034371563	0.477691594	-0.545395915	-1.056939669	-1.132166692	-0.139169992	0.447600785	0.79364509	0.898962922	1.214916417	0.176783503	-1.749028279	-1.35784776	0.598054831	1.997277454	1.45564289	1.560960722	0.447600785	-0.394941869	-1.132166692	-1.613619638	-2.245526629	1.545915317	-0.605577533	0.898962922	1.12464399	1.260052631	1.064462372	0.763554281	-0.109079183	-0.786122388	-0.740986174	-1.19234831	-0.605577533	0.086511076	-0.229442419	-0.139169992	-0.801167792	-0.981712647	-0.018806756	0.883917517	0.492736999	0.447600785	0.688327258	0.252010526	0.161738099	-0.018806756	-0.063942969	-0.319714847	-0.575486724	-0.425032678	-1.989754751	-1.177302906	-0.846304006	-0.545395915	-0.124124588	0.95914454	0.643191044	1.260052631	0.974189944	0.944099135	-0.018806756	0.567964022	0.086511076	-0.590532128
YCR042C	TAF2	-0.227649934	0.217061565	0.217061565	-0.460594053	-2.027672668	-0.714714909	-1.455900741	0.407652207	1.064131087	1.78414018	1.890023871	0.661773064	-0.524124267	-0.799421861	-1.159426408	0.937070659	0.090001137	0.577066112	0.280591779	0.513535898	-0.757068385	-1.540607693	-0.100589506	0.788833492	0.301768517	1.657079752	0.640596326	0.81001023	-0.672361433	0.005294185	-0.3758871	0.132354613	-0.587654481	-4.314760377	0.005294185	0.174708089	0.746480016	0.958247397	1.021777611	0.725303278	0.238238303	-0.037059292	0.280591779	0.59824285	-1.328840312	-2.070026144	-1.985319192	-1.180603146	0.047647661	1.741786704	1.593549538	0.873540444	-0.27000341	-1.180603146	-0.291180148	0.59824285	0.026470923	1.085307825	0.026470923	0.513535898	-0.3758871	0.217061565	-0.100589506	-0.206473196	-0.354710362	0.513535898	-0.05823603	-0.100589506	-0.121766244	-0.121766244	0.090001137	0.450005683
YDR146C	SWI5	-1.764851067	-0.954004503	-0.445507505	-1.201381421	-0.253103235	0.076732655	0.035503169	0.942551868	1.038754003	0.887579219	0.585229653	-0.08818529	-1.077692962	-0.665398099	-0.253103235	1.011267678	0.887579219	0.708918112	-0.555452802	-1.32506988	-1.998484823	0.227907438	1.02501084	0.997524516	1.382333055	1.066240327	0.420311708	-0.761600233	-1.0639498	-1.751107905	-0.459250667	-0.940261341	0.269136925	0.708918112	0.915065544	0.475284356	0.475284356	2.055747998	1.038754003	-0.129414777	-1.105179286	-0.789086558	-2.493238659	-1.84731004	-0.885288692	-0.912775017	-0.54170964	0.475284356	0.791377085	0.653945464	0.708918112	0.17293479	-0.335562208	0.117962141	0.612715977	1.107469813	1.753398432	0.873836057	-1.819823716	-1.270097231	1.148699299	-0.995233989	-1.0639498	-1.160151935	-0.08818529	0.708918112	0.887579219	0.832606571	0.805120247	0.860092895	0.846349733	0.406568546
YER111C	SWI4	-2.487878506	-0.514602339	2.850352809	2.871124137	1.147103907	0.399336096	-1.740110696	-1.677796712	-1.532397415	0.170851487	1.87410039	1.645615781	0.79399133	-0.369203043	-0.203032418	-1.096199525	-0.680772964	-0.950800229	0.544735393	0.960161954	0.35779344	0.191622815	-0.846943588	0.087766175	0.046223519	0.046223519	-0.057633122	1.250960547	0.295479456	0.482421408	-0.473059683	0.378564768	-0.992342885	-0.265346402	-1.200056166	-0.057633122	-0.950800229	-0.992342885	0.046223519	0.648592033	0.648592033	0.523964065	-0.410745699	0.420107424	1.811786405	0.108537503	-0.701544292	-0.784629604	-1.033885541	-0.389974371	0.025452191	1.624844453	0.877076642	0.316250784	-0.909257573	-2.529421163	0.025452191	0.025452191	-1.428540775	0.108537503	0.066994847	0.648592033	0.690134689	0.108537503	-0.140718434	0.191622815	-0.140718434	-0.28611773	-0.140718434	0.233165472	0.233165472	0.233165472
YJL187C	SWE1	-1.754613587	-1.155646325	0.042288198	1.140394844	0.90080794	-0.09747083	-0.257195433	-0.35702331	-0.776300393	-1.335336504	0.581358733	1.320085023	1.280153872	0.541427583	0.701152186	0.42163413	-0.217264282	-0.856162695	-1.455129956	1.45984405	2.178604764	0.042288198	0.142116075	-0.596610215	-0.856162695	-0.117436405	-0.456851187	0.241943952	0.461565281	0.721117761	1.060532543	0.980670241	0.541427583	-1.39523323	0.182047226	-0.297126584	-0.337057734	-0.536713488	-0.217264282	-0.676472516	0.002357047	-0.496782338	-2.054097218	-0.536713488	2.45812282	2.118708038	1.140394844	0.122150499	-0.936024996	-1.455129956	-1.734648012	1.739362106	1.639534229	0.840911213	-0.077505254	-0.806248756	-1.534992258	-1.954269341	-0.995921722	-0.776300393	-0.556679064	-0.217264282	0.321806253	0.960704666	0.980670241	0.721117761	0.002357047	0.122150499	0.321806253	0.301840678	-0.596610215	-0.257195433
YAR003W	SWD1	-0.91134699	-1.363728507	2.255323629	1.109290452	0.807702774	-0.851029455	-0.489124241	-0.398647938	-1.695474953	-0.851029455	0.325162489	0.898179078	0.656908935	0.234686186	0.204527418	-0.066901492	0.325162489	-0.308171634	-0.006583956	-0.278012867	0.687067703	-0.519283009	-0.519283009	-1.33356974	-1.785951257	-1.544681114	-0.700235616	1.079131685	1.561671969	2.014053486	1.712465808	-1.484363579	0.837861542	-0.458965473	0.687067703	-1.273252204	0.747385239	-0.278012867	0.475956328	0.295003722	-0.127219028	0.083892347	-0.428806706	0.626750167	2.526752539	0.566432632	-0.790711919	-0.308171634	-0.09706026	-0.278012867	-0.006583956	0.747385239	0.86802031	1.652148273	-1.273252204	-1.016902678	-0.760553151	-1.695474953	-1.33356974	-2.087538935	-0.609759312	-0.670076848	1.018814149	-0.066901492	0.777544006	1.471195666	0.777544006	0.656908935	0.204527418	0.023574811	-0.398647938	0.144209883
YPL032C	SVL3	-0.535778427	-1.787628975	-0.699063281	0.008504419	1.804637814	1.205926683	2.10399338	0.253431701	-0.535778427	-1.651558263	-1.950913829	-1.216131986	0.471144839	0.280645843	1.015427686	0.389502412	0.525573124	0.008504419	0.906571117	0.416716555	0.307859985	-0.154780435	-1.760414833	0.933785259	-0.154780435	0.797714547	-0.998418847	0.688857978	0.008504419	0.171789274	-0.426921858	-0.073138008	0.226217558	0.607215551	-0.399707716	0.607215551	-1.705986548	-1.352202698	0.607215551	0.335074128	-0.236422862	0.090146847	-1.923699687	-0.971204705	0.471144839	1.015427686	0.906571117	1.478068106	0.525573124	0.199003416	-1.134489559	-0.862348136	0.36228827	0.525573124	0.498358982	0.430323626	0.36228827	-0.753491566	-2.141412826	-2.059770399	-1.569915836	-0.699063281	0.607215551	1.859066099	0.607215551	1.205926683	1.097070113	1.17871254	1.069855971	0.062932704	-0.889562278	-0.590206712
YGL162W	SUT1	2.230081802	0.978992879	-1.039809702	-0.07305917	-1.665354163	0.325014578	-0.499566758	0.865257522	0.2681469	0.637786809	-0.129926848	0.012242347	-0.357397562	-0.41426524	-1.409449611	-0.499566758	0.097543865	0.353448417	-0.044625331	-0.670169793	-1.921258716	-0.129926848	0.723088327	0.524051452	0.978992879	1.234897432	0.978992879	-0.243662205	-0.300529883	-0.556434436	0.069110026	-0.670169793	-1.153545058	0.097543865	0.751522166	1.97417725	0.097543865	0.637786809	0.438749935	-1.09667738	-1.153545058	-0.954508184	-1.978126394	1.064294397	-0.272096044	-0.897640506	-0.613302114	-0.101493009	1.092728236	2.116346446	1.604537341	-1.352581933	-1.125111219	-0.670169793	0.467183774	0.524051452	0.723088327	0.410316096	1.035860557	1.064294397	1.917309572	1.206463592	0.524051452	0.410316096	0.410316096	-1.068243541	-1.864391038	-0.471132918	-0.129926848	-0.783905149	-2.46150166	-0.07305917
YLR372W	SUR4	-0.653442151	-1.377761513	-0.368104221	0.048928139	1.585363148	0.422062355	1.409770576	-0.455900507	-0.192511648	-0.609544008	-0.368104221	0.180622568	0.817145643	0.312316997	0.926891001	-0.609544008	0.026979067	-1.070474511	-0.302257006	0.422062355	1.212228932	1.300025218	-0.609544008	0.861043787	-0.390053293	0.136724425	-0.609544008	0.20257164	0.048928139	1.234178003	0.992738216	0.861043787	-0.170562577	0.729349357	0.48790957	0.246469783	0.422062355	-2.058182731	-1.926488302	-0.807085652	-0.850983795	-0.850983795	-0.850983795	-0.455900507	0.839094715	0.356215141	-0.324206078	-0.763187509	-0.280307935	-0.433951436	-0.63149308	0.685451214	0.411087819	0.136724425	0.465960498	-0.148613505	0.158673497	0.114775353	-3.967751957	-1.772844801	-1.180219869	-0.741238438	1.321974289	2.090191794	1.782904792	1.695108506	0.948840073	1.19027986	0.817145643	-0.63149308	-0.697340294	-0.741238438
YDR297W	SUR2	-0.949347495	-1.815097443	-0.186663018	0.184372674	0.926444057	1.235640467	0.658473836	-0.35156777	-0.2485023	-1.073026059	0.761539306	0.47295599	1.070735715	0.081307204	0.596634554	-0.475246334	-0.186663018	-1.114252247	0.617247648	1.297479749	2.060164227	1.627289253	1.379932125	-0.124823736	-0.495859428	-0.969960589	-0.681377273	0.699700024	0.720313118	1.668515441	-0.310341582	0.802765494	0.431729802	0.101920298	-0.14543683	-0.475246334	-1.629579597	-2.701460484	-0.949347495	-0.887508213	-1.155478435	-1.402835563	-2.722073578	-0.578311804	0.802765494	1.586063065	1.359319031	0.823378588	0.122533392	-0.021758266	-0.2485023	0.699700024	0.514182178	0.328664332	0.143146486	-0.475246334	-0.640151085	-0.45463324	-1.732645067	-0.701990367	-1.526514127	-1.279156999	0.534795272	0.287438144	1.215027373	0.926444057	0.617247648	0.431729802	0.864604776	0.534795272	-0.55769871	0.081307204
YPL057C	SUR1	0.140171904	-1.120062489	1.50542583	1.232375045	1.148359418	1.736468802	0.077160184	-1.4771289	-2.08624219	-0.132878881	1.463418017	1.064343792	0.686273474	-0.111874974	0.203183624	-1.057050769	-1.393113274	-1.603152339	-0.090871068	1.526429736	0.686273474	-0.279906227	0.602257848	-0.86801561	-0.720988264	-1.519136713	0.686273474	1.358398484	1.526429736	0.791293007	1.043339886	-0.069867161	0.266195343	-0.805003891	-0.426933573	-1.330101554	-0.174886694	-0.531953105	0.938320353	-0.342917946	-0.447937479	-1.4771289	-1.036046863	-0.573960919	-0.195890601	1.001332073	0.581253942	0.077160184	-0.531953105	-0.636972638	0.140171904	1.316390671	1.085347699	0.812296914	-0.101373021	-1.015042956	-1.792187498	0.056156278	3.542804765	-0.826007797	-0.615968732	-0.93102733	0.140171904	-0.279906227	0.392218783	-0.279906227	-0.153882788	-0.38492576	-0.510949199	0.455230502	0.161175811	-0.510949199
YIL162W	SUC2	-0.247121768	0.025865645	-0.321572881	-0.346389918	-0.594560293	0.422938245	0.050682682	-0.12303658	0.745559733	1.018547146	0.298853057	-0.048585468	-0.048585468	-1.016449931	0.050682682	0.47257232	-0.321572881	-0.02376843	-1.810595132	-1.314254381	-1.785778094	-0.02376843	0.522206395	0.398121208	1.390802708	0.621474545	-0.296755843	-0.172670655	0.001048607	-0.470475106	-0.520109181	-1.785778094	1.986411609	0.125133795	1.440436783	-0.247121768	1.365985671	-0.669011406	3.27689756	-0.445658068	-0.793096593	-0.718645481	1.291534558	-1.165352156	-2.654374407	-1.016449931	-0.098219543	0.348487132	0.96891307	1.837509384	1.787875309	0.522206395	-0.321572881	-0.371206956	-0.842730668	-0.321572881	0.001048607	0.001048607	-1.041266969	-0.02376843	-0.619377331	-1.413522531	-1.165352156	-0.743462518	-0.892364743	0.596657508	0.27403602	0.720742695	0.497389358	0.795193808	1.068181221	1.911960496
YLR045C	STU2	-2.483165533	-1.903869506	-1.324573478	0.220215928	0.19876052	0.670779505	0.971155223	0.134394294	-0.294713874	-0.530723367	-0.788188268	0.263126745	0.091483478	0.413314604	1.01406604	1.335897166	-0.187436832	0.091483478	-0.165981423	0.348948379	0.627868688	1.55045125	0.627868688	0.091483478	-1.667860013	-0.595089592	-1.195841028	-0.723822043	-0.509267958	-0.251803057	0.756601139	1.743549926	1.14279849	0.070028069	-0.037248973	0.19876052	0.284582153	-0.401990916	-0.20889224	-0.552178775	-0.766732859	-0.766732859	-2.762085843	-2.676264209	0.112938886	0.692234913	2.129747278	1.378807983	0.971155223	-0.015793565	-0.766732859	-0.037248973	0.434770012	1.185709307	1.121343082	1.056976857	0.177305111	-0.230347649	-1.238751845	-1.667860013	-1.110019394	-1.195841028	-0.294713874	0.563502463	1.099887673	1.01406604	0.584957871	1.078432265	0.19876052	0.799511956	0.306037562	-0.401990916
YGL184C	STR3	-0.404084017	0.396932088	0.010727894	-0.775984352	-0.704465057	0.911871012	1.641367822	0.611489973	-0.289653145	0.010727894	-0.833199788	-0.432691735	-0.389780158	-0.389780158	0.053639471	0.253893498	0.110854907	-0.118006837	-0.976238378	-1.276619417	1.512633091	2.413776209	0.868959435	-1.448265725	-0.017879824	-1.834469919	0.468451383	-1.53408888	-0.07509526	0.082247189	1.069213462	1.913141144	1.011998025	-1.348138712	-0.36117244	-1.491177303	0.482755242	-0.21813385	0.954782589	-0.261045427	0.010727894	-0.375476299	0.110854907	-0.103702978	0.325412793	2.814284262	2.971626711	1.798710271	-0.604338043	-1.705735188	-1.905989214	-1.805862201	-1.147884686	-0.046487542	-0.189526132	-0.418387876	0.039335612	0.911871012	0.110854907	0.582882255	0.096551048	0.582882255	-0.017879824	-0.432691735	0.096551048	-0.132310696	-0.461299453	0.010727894	0.36832437	-0.404084017	-0.575730325	-0.103702978
YDL048C	STP4	2.297465391	0.406428261	0.232761586	-0.114571765	0.329243072	-0.346127332	-0.114571765	-0.558386602	-0.442608818	0.676576422	-0.249645846	0.097687505	-0.384719926	-0.828534763	-0.596979196	-0.191756954	0.020502316	-0.249645846	1.46772461	1.062502367	0.888835692	0.599391233	-0.365423629	0.580094936	-0.442608818	0.946724584	0.985317178	0.097687505	-1.253053303	-0.095275468	-0.886423655	-1.098682925	0.020502316	0.290650477	1.506317204	0.560798639	0.985317178	-1.465312573	-0.654868088	-0.944312547	-1.407423681	-1.368831086	1.487020907	-1.83194222	-1.542497762	-0.268942143	1.023909773	0.927428287	1.081798665	1.487020907	0.927428287	-0.84783106	-0.732053277	-1.06009033	-2.102090382	-0.664516237	0.773057909	1.351946826	4.034132144	-0.211053251	0.039798613	-0.095275468	-0.095275468	-0.905719952	-0.596979196	-0.037386576	-0.365423629	-0.211053251	-0.732053277	-0.558386602	-0.133868062	-0.133868062
YHR006W	STP2	0.907610685	-0.644403587	-0.099837175	-1.325111601	0.444729236	0.226902671	0.825925724	0.009076107	0.009076107	-0.589946946	-0.589946946	-0.698860228	-0.372120381	-0.208750458	0.14521771	0.580870839	-0.535490304	1.533862058	0.226902671	0.553642518	2.269026714	1.5883187	-1.896906333	1.098208929	-0.154293817	0.580870839	-1.978591294	1.179893891	-0.80777351	0.254130992	-1.76076473	0.390272595	-0.698860228	0.036304427	-1.488481524	0.744240762	-2.550386026	-1.29788328	-1.161741677	1.778916944	1.234350532	1.397720456	-1.624623127	-1.842449692	-2.223646179	0.117989389	0.281359312	1.343263815	0.117989389	0.499185877	0.117989389	-0.372120381	0.226902671	0.771469083	0.962067327	1.12543725	0.744240762	0.853154044	1.261578853	-1.216198319	-0.099837175	0.444729236	0.036304427	0.17244603	0.036304427	0.281359312	0.335815954	0.090761069	-0.481033663	-0.31766374	-0.072608855	-0.726088548
