AffyID	Symbol	C_0	C_0.5	C_2	C_4
200891_s_at	SSR1	364.7	358.87	307.57	348.03
213093_at	LOC146784	124.57	119.7	106.17	114.7
201611_s_at	ICMT	215.13	254.67	202.2	180.23
201491_at	C14orf3	408.7	418.27	389.37	347.63
201448_at	---	124.4	118.53	78	112.8
201614_s_at	RUVBL1	132.47	153.77	129.77	123.67
217904_s_at	BACE	70.97	66.97	77.83	70.3
201032_at	BLCAP	253	256.7	250.17	237.4
201652_at	COPS5	239.07	217.17	181.3	207.63
201082_s_at	DCTN1	292.5	227.27	282.07	219.23
201516_at	SRM	461.2	420.27	457.4	393.67
201364_s_at	OAZ2	322.23	334.5	358.53	228.4
201436_at	EIF4E	40	42.6	40	40
213330_s_at	STIP1	326.07	289.5	352.3	257.37
202870_s_at	CDC20	418.6	444.87	391.73	205.33
208770_s_at	EIF4EBP2	203.67	244.73	217.63	285.47
211987_at	TOP2B	227.1	212.87	170.8	214.47
214582_at	PDE3B	100.83	93.4	66.9	64.97
201177_s_at	UBA2	339.63	373.77	263.73	397.33
202346_at	HIP2	101.37	85	71.1	116.93
208799_at	---	767.37	843.23	822.4	823.2
208855_s_at	STK24	759.17	786.97	750.07	806.67
201681_s_at	DLG5	252.07	254	277.7	227.47
201075_s_at	SMARCC1	259.73	184.33	238.3	175.5
201642_at	IFNGR2	469.93	457.53	503.4	606.6
212072_s_at	---	246.57	237.13	258.17	258.53
201798_s_at	FER1L3	54	64.4	56.83	48.8
217782_s_at	GPS1	390.7	312	422.6	235.33
201353_s_at	BAZ2A	112.6	95.5	115.17	101.8
213357_at	---	477.97	464.07	373.13	361.77
34478_at	RAB11B	91.03	82.5	112.63	74.37
65588_at	---	166.77	179.53	209.47	225.03
212664_at	TUBB5	86.33	67.23	76.4	53.5
208801_at	SRP72	528.97	595.6	512.47	593.2
215193_x_at	HLA-DRB1	133.83	123.73	150.43	146.67
201300_s_at	PRNP	142.43	155.03	116.07	204.9
202338_at	TK1	204.37	216.4	217.3	193.27
201556_s_at	VAMP2	173.17	135.23	176.63	109.37
218095_s_at	TPARL	69.87	54.23	75.73	94.03
206976_s_at	HSPH1	271.93	257.93	232.57	230.27
201302_at	ANXA4	108.53	113.63	96.23	123.13
201186_at	LRPAP1	328.27	343.97	375.83	298.03
201760_s_at	WSB2	311.77	339.23	229.13	324.33
217789_at	SNX6	177.97	212.4	182.13	186.53
201634_s_at	CYB5-M	53.1	63.33	42.17	66.97
201594_s_at	PPP4R1	374.8	372.3	349.2	417.77
217770_at	PIGT	352.83	407.47	409.87	381.77
201472_at	VBP1	963	1000.87	784.73	1070.7
202517_at	CRMP1	107.43	83.07	78.8	83.43
202377_at	HSOBRGRP	235.7	197.4	214.3	249.87
201342_at	SNRPC	519.03	526.4	513.87	433.27
202087_s_at	CTSL	230.77	304.4	284.6	319.83
212167_s_at	SMARCB1	336.83	407.83	412.4	314.1
201460_at	MAPKAPK2	164.97	172.67	200.67	158.97
204998_s_at	ATF5	107.83	102.8	156.27	136.77
201256_at	COX7A2L	629.37	635.57	602.27	670
202428_x_at	DBI	1055.2	951.17	864.73	781
202328_s_at	PKD1	73.17	64.83	71.53	60.33
201057_s_at	GOLGB1	271.27	257.9	309.67	290.97
212506_at	PICALM	271.77	251.33	194.13	202.33
201645_at	TNC	53.8	44.23	40	65.5
208777_s_at	PSMD11	835.1	887.77	792.7	1002.17
211474_s_at	SERPINB6	436.83	467.17	438.73	431.43
201468_s_at	NQO1	40	40	45.7	42.8
217813_s_at	SPIN	79.63	92.73	87.73	76
208445_s_at	BAZ1B	321.3	325.93	290.83	368.27
210418_s_at	IDH3B	494.47	482.37	500.73	441.13
201812_s_at	TOM7	1224.43	1213.2	1006.53	1051.83
209953_s_at	CDC37	166.5	184.37	191.57	151.77
201632_at	EIF2B1	297.57	325.43	324.27	239.53
210691_s_at	SIP	89.93	93.9	74.37	97.3
201375_s_at	PPP2CB	391.47	332.47	313.87	426.23
208887_at	EIF3S4	813.63	885.93	845.6	832.67
202384_s_at	TCOF1	158.7	157.97	158.97	131.13
201522_x_at	SNRPN	40.47	40	60.07	41.4
208955_at	DUT	162.83	166.6	168.83	189.67
201225_s_at	SRRM1	633.23	634	679.27	863.77
201883_s_at	B4GALT1	103.17	45.03	104.9	78.6
208874_x_at	PPP2R4	221.57	159.87	226.53	182.97
216237_s_at	MCM5	755.47	850.8	893.37	876.53
210946_at	PPAP2A	70.1	68	57.1	74.07
213976_at	CIZ1	40	40	40	40
202148_s_at	PYCR1	82	54.9	61.53	60.6
201779_s_at	RNF13	291.43	310.33	309.87	298.33
201197_at	AMD1	210.67	234.77	208	290.9
201999_s_at	TCTEL1	1424.17	1475	1349.87	1692.13
201174_s_at	TERF2IP	241.8	228.73	230.6	334.13
200961_at	SPS2	277.37	284.77	293.87	308.5
201694_s_at	EGR1	139	164.5	146.93	379.07
203332_s_at	INPP5D	122.33	135.8	132.2	90.9
208829_at	TAPBP	244.97	273.3	313.7	369.63
211535_s_at	FGFR1	144.9	163.53	146.33	125.93
201253_s_at	CDIPT	544.53	594.7	552.63	624.8
202450_s_at	CTSK	68.63	72.63	61.93	55.03
221676_s_at	CORO1C	448.7	416.47	485.8	410
212271_at	MAPK1	267.63	242.2	257.13	249.6
208895_s_at	DDX18	366.73	382.23	352.57	439.07
201192_s_at	PITPN	192.53	184.3	200.87	173.63
208927_at	SPOP	219.47	176.03	136.73	212.33
207821_s_at	PTK2	68.43	65.23	81.4	72
209773_s_at	RRM2	1410.03	1495.13	1407.67	1241.37
201699_at	PSMC6	235.17	221.9	190.93	304.3
213465_s_at	PPP1R7	326.27	316.07	284.77	286.2
209980_s_at	SHMT1	122.27	116.9	124.6	96.97
201398_s_at	TRAM	452.63	493.17	422.83	582
201126_s_at	MGAT1	94.9	106.03	118.87	118.8
200996_at	ACTR3	389.1	407.83	336.53	420.43
212449_s_at	LYPLA1	179.43	190.13	140.63	197.13
201636_at	FXR1	260.8	242.9	217.4	266.4
209101_at	CTGF	130.43	192.4	129.83	124.97
208787_at	MRPL3	814.07	872.5	767.83	874.63
201489_at	PPIF	679.23	671.33	745.47	720.73
201527_at	ATP6V1F	750.2	591.33	673.6	511.4
215071_s_at	HIST1H2AC	80.27	92.9	64.2	84.4
215123_at	---	95.2	80.6	115.17	98.37
207945_s_at	CSNK1D	289.3	219.2	253.4	227.17
211340_s_at	MCAM	129.03	195.63	274.73	340.3
208948_s_at	STAU	795.27	912.73	800.03	945.27
201707_at	PXF	91.27	102.37	93.17	94.87
201128_s_at	ACLY	1269.53	1298.33	1246.43	1109.97
216194_s_at	CKAP1	580.17	484.07	503.23	479.6
201166_s_at	PUM1	656.27	697.1	583.7	897.57
210512_s_at	VEGF	67.4	74.4	93.2	133.4
201292_at	TOP2A	750.17	774	663.47	668.73
201080_at	PIP5K2B	140.53	135.53	164.67	121.97
214632_at	NRP2	40	40	40	43.6
207196_s_at	TNIP1	160.13	144.73	136.9	164.27
218003_s_at	FKBP3	482.27	470	391.3	525.33
209291_at	ID4	1183.87	1192.83	948.23	1206.37
205133_s_at	HSPE1	298.6	271.63	255.33	281.63
38447_at	ADRBK1	209.53	152.97	213.37	145.67
201810_s_at	SH3BP5	98.63	105.6	101.97	105.57
212020_s_at	MKI67	288.97	258.77	346.3	237.07
201656_at	ITGA6	66.13	76.4	73.93	57.57
209160_at	AKR1C3	40	40	40	40
201507_at	PFDN1	187.07	182.37	179.57	155.07
202043_s_at	SMS	420.47	390.97	353.53	487.7
209012_at	TRIO	79.87	71.1	70.57	84.93
213046_at	PABPN1	251.17	232.97	241.77	200.13
210759_s_at	PSMA1	1382.17	1460.7	1512.6	1655.77
207760_s_at	NCOR2	309.67	301	331.77	246.47
201424_s_at	CUL4A	44.67	40	40	45.57
201390_s_at	CSNK2B	1585.83	1719.97	1606	1763
209503_s_at	PSMC5	872.83	934.83	926.07	1067.03
201599_at	OAT	788.63	817.8	680.67	923.57
217765_at	NRBP	125.73	142.2	113.47	101.8
201616_s_at	CALD1	72.23	61.27	68.23	47.63
209860_s_at	ANXA7	275.83	280.97	294.53	342.77
210139_s_at	PMP22	238.5	315.53	236.5	291.2
221664_s_at	F11R	119.9	127.77	124.27	70.13
201666_at	TIMP1	1212.73	1213.13	1203.5	1125.33
203252_at	DOC-1R	118.9	94.13	125.23	85.2
201389_at	ITGA5	96.27	97.5	83.6	84.5
201687_s_at	API5	199.5	216.97	162.8	220.9
201719_s_at	EPB41L2	489.77	529.83	409.37	503.43
201998_at	SIAT1	73.23	79	91.73	54
201757_at	NDUFS5	1454.37	1255.73	1359.3	1285.5
222212_s_at	LASS2	610.47	663.6	736.3	612.6
202611_s_at	CRSP2	140.07	153.23	106.4	146.7
201745_at	PTK9	141.37	150.37	162.2	198.43
217749_at	SSBP3	132.8	119.1	173.87	139.67
201860_s_at	PLAT	97.7	87.63	142.9	114.93
202167_s_at	MMS19L	155.47	134.37	141.23	104.7
202325_s_at	ATP5J	712.27	743.77	603.2	786.2
209048_s_at	PRKCBP1	135.4	133.37	111.17	107.5
201146_at	NFE2L2	217.33	198.07	182.3	306.53
201713_s_at	RANBP2	160.03	165.93	127.07	153.83
201405_s_at	COPS6	622.77	690.7	666.27	576.4
213793_s_at	HOMER1	183.17	211.93	162.57	196
217816_s_at	PCNP	463.7	490.83	441.9	539.23
202467_s_at	TRIP15	476.23	444.87	374.4	531.63
212136_at	ATP2B4	75.57	67.87	86.1	67.97
201023_at	TAF7	405.57	460.7	344.87	508.17
201498_at	USP7	213.43	235.77	212.33	252.93
212470_at	SPAG9	243.47	225.33	212.47	235.47
217819_at	LOC51125	382.3	423.57	371.93	477.87
205202_at	PCMT1	629.4	634.43	612	677.87
201577_at	NME1	1349.87	1241.6	1348.9	1190.83
210976_s_at	PFKM	309.83	340.27	327.97	281.9
201479_at	DKC1	503.67	579.57	556.63	667.1
201664_at	SMC4L1	751.53	695.63	639.93	744.73
201098_at	COPB2	232.2	296.23	291.63	317.87
201379_s_at	TPD52L2	201.3	187	212.97	168.07
217830_s_at	p47	171.57	182.37	191.5	182.6
201376_s_at	HNRPF	420.03	353.9	363.5	281
214022_s_at	MGC27165	78.4	68.5	70.87	45.9
212063_at	CD44	146.27	165.97	171.7	212.73
202317_s_at	UBE4B	187.03	187.17	197.43	160.57
201089_at	ATP6V1B2	293.1	295.63	345.47	320.73
218057_x_at	NOC4	224.33	271.5	266.43	265.83
201176_s_at	ARCN1	395.23	485.23	418.87	497.4
201445_at	CNN3	187.27	226.77	249.27	344.87
201282_at	OGDH	114.13	88.4	102.97	67.13
202003_s_at	ACAA2	223.3	248.53	270.7	262.4
201928_at	PKP4	139.77	144.6	122.87	132.13
212257_s_at	SMARCA2	66.97	61.33	70.83	48
207922_s_at	MAEA	253.5	209.43	230.03	206.13
201503_at	G3BP	561.9	584.1	538.47	700.53
207707_s_at	SEC13L1	293.43	301.23	363.9	303.33
201692_at	SR-BP1	213.83	220.77	220.6	154.93
201371_s_at	CUL3	644.47	664.67	570.2	814.7
217788_s_at	GALNT2	350.97	363.93	301.8	215.63
201880_at	ARIH1	165.57	168.5	174.93	217.3
202037_s_at	SFRP1	96.13	96.5	106.87	84.47
203929_s_at	MAPT	40.1	47.4	40.3	40
203878_s_at	MMP11	58.97	54.17	45.2	50.6
201850_at	CAPG	44.2	40	42.77	42.07
1007_s_at	DDR1	398.27	381.8	439.9	333.37
201321_s_at	SMARCC2	237.63	192.6	205.5	159.17
217975_at	LOC51186	540.37	469.5	519.07	679.87
214730_s_at	GLG1	333.83	346.07	360.4	293.6
207541_s_at	PMSCL2	153.27	158.6	165.53	163.27
217771_at	GOLPH2	252.57	264.5	282.47	257.8
217848_s_at	PP	1246.07	1241.7	1293.13	1609.4
202634_at	POLR2K	85.83	79.87	58.43	91.43
215127_s_at	RBMS1	182.23	180.47	175.37	170.83
209082_s_at	COL18A1	49.53	47.27	57.13	43.5
201343_at	UBE2D2	434.57	470.5	388.93	514.13
201500_s_at	PPP1R11	687.57	623	687	588.87
201734_at	---	295.4	312.5	270.7	270.27
202424_at	MAP2K2	559.3	545.47	610.9	458.5
204919_at	PROL4	44.63	58.67	50.23	50.2
201558_at	RAE1	392.23	458.43	474.33	556.4
201396_s_at	SGT	73	70.13	87.47	66.03
217798_at	---	325.93	361.97	309.07	411.43
217772_s_at	MTCH2	519.17	563.17	546.23	527.5
201330_at	RARS	297.5	343.27	250.13	563.93
201753_s_at	ADD3	221.97	190.73	180.83	179.13
212410_at	FLJ34588	256.87	256.73	181.47	251.37
201783_s_at	RELA	281.03	282.63	367.37	329.57
205644_s_at	SNRPG	1181.57	1019.6	917.97	1077.37
201762_s_at	PSME2	228.63	259.4	227.3	226.13
208336_s_at	GPSN2	297.07	309.4	325.4	245.8
201439_at	GBF1	188.53	156.47	187.1	130.4
210428_s_at	LYPLA1	544	471.17	611	441.43
207239_s_at	PCTK1	609.07	391.63	510.9	376.53
202532_s_at	DHFR	310	292.97	231.33	302.67
217874_at	SUCLG1	624.27	691.6	661.47	691.17
215088_s_at	---	242.63	240.03	213.5	209.83
212218_s_at	FBXO9	907.83	584.07	929.67	643.87
207826_s_at	ID3	395.67	286.2	250.6	255.4
210980_s_at	ASAH1	90	82.23	47.97	53.5
201351_s_at	YME1L1	321.7	333.3	289.7	372.33
201502_s_at	NFKBIA	162.6	180.93	1451.83	1065.17
201350_at	FLOT2	562.73	544.87	664.07	470.07
210052_s_at	C20orf1	542.23	499.3	516.83	419.5
201924_at	MLLT2	153.8	165.8	99.33	139.87
201494_at	PRCP	585.23	606.67	615.3	640.83
208892_s_at	DUSP6	40	40	40	40
206689_x_at	HTATIP	170.57	163.03	175.13	123.23
203299_s_at	AP1S2	134.1	149.4	124.67	236.23
208819_at	MEL	474.03	514.37	506.63	490.8
201170_s_at	BHLHB2	142.77	166.27	166.33	210.3
208944_at	TGFBR2	117.37	121.5	120.07	148.17
208807_s_at	CHD3	197.87	194	199.63	159.8
1598_g_at	MGC5560	389	312.4	401.67	296.37
218007_s_at	RPS27L	1205.5	1114.13	1062.43	1161.8
212346_s_at	MXD4	128.9	97.17	153.87	102.77
202045_s_at	GRLF1	69.43	63.13	98.97	56.93
37005_at	NBL1	189.5	181.4	185.97	154.53
214683_s_at	CLK1	70.73	50.13	68.47	118.63
209037_s_at	EHD1	40	40	40	40
214853_s_at	SHC1	124.37	124.67	159	141.97
202900_s_at	NUP88	278.8	300.1	247.87	296.7
209179_s_at	LENG4	258.87	304.9	255.57	200.7
201553_s_at	LAMP1	1331	1292.7	1500.4	1470.6
215690_x_at	GPAA1	258.03	247.97	295.87	215.9
217786_at	SKB1	247.4	217.33	271.6	214.47
40465_at	U5-100K	108.73	88.57	88.33	83.13
209220_at	GPC3	252.63	256.3	290.1	277.53
210827_s_at	ELF3	50.2	47.17	55.97	43.83
201511_at	AAMP	266.13	235.77	313.9	219.43
201132_at	HNRPH2	176.37	167.17	168.33	200.63
212753_at	MGC40413	118.13	116.17	95.27	105.27
201911_s_at	FARP1	119.03	110.63	133.63	82.03
216268_s_at	JAG1	206.07	207.3	202.9	227.33
212125_at	RANGAP1	361.1	233.33	358.5	205.97
201832_s_at	VDP	265.73	315.47	267.47	292.13
201394_s_at	RBM5	267.63	199.2	254.07	242.87
202247_s_at	MTA1	192.2	132.83	180.2	109.1
217922_at	---	314.7	308.93	348.6	280.53
212185_x_at	MT2A	467.5	413.17	408.83	345.6
210502_s_at	PPIE	208.43	177.57	168.43	136.37
206385_s_at	ANK3	139.83	156.1	123.67	157.23
209894_at	LEPR	40	40	40	40
217849_s_at	CDC42BPB	118.47	117.77	197.13	170.1
202361_at	SEC24C	223.73	201.47	206.9	153.8
217843_s_at	HSPC126	56.8	48.53	42.77	55.23
201486_at	RCN2	425.27	453.87	342.8	555.4
207614_s_at	CUL1	256.33	269.33	267.97	277.8
201952_at	ALCAM	437.57	465.2	434.23	560.93
211551_at	EGFR	47.33	48.4	55.9	50.1
209861_s_at	METAP2	385.17	391.67	372.7	481.33
201876_at	PON2	229.23	217.7	246.87	284.3
217790_s_at	SSR3	48.37	42.73	51.83	46.93
221830_at	RAP2A	318.07	328.3	360	320.27
201386_s_at	DDX15	636.67	611.93	700.07	661.23
220200_s_at	SET07	73.67	76.27	72.4	53.33
208939_at	SPS	341.5	344.67	341.93	400.83
202191_s_at	GAS7	44.7	49.73	46.67	53.37
202095_s_at	BIRC5	493.2	559.8	552.77	398.6
208972_s_at	ATP5G1	312.37	294.57	300.57	226.5
201384_s_at	M17S2	326.2	374.93	270.73	338.07
202092_s_at	BART1	259.6	269.63	333.2	278.83
212696_s_at	RNF4	232.57	233.43	276.23	309.83
201484_at	SUPT4H1	281.7	313.77	314.77	277.87
201183_s_at	CHD4	193.3	200.57	224.03	194.37
219329_s_at	B1אפריל-03	612.67	642.5	611.87	624.47
201840_at	NEDD8	363.33	350.3	361.13	320.07
201276_at	RAB5B	253.23	259.4	261.4	276.53
208848_at	ADH5	151.83	141.37	117.1	153.53
201597_at	COX7A2	2001.37	1865.73	1674.27	1790.37
201576_s_at	GLB1	182.73	200	190.6	193.8
209175_at	P125	91.83	112.33	90.53	111.7
201433_s_at	PTDSS1	451.13	490.53	489.2	461.47
201761_at	MTHFD2	333.63	423.27	315.93	528.3
201336_at	VAMP3	766.3	886.53	772.9	889.33
211023_at	PDHB	545.33	539.4	525.43	646.17
202704_at	TOB1	154.73	140	125.07	188.7
209036_s_at	MDH2	698.87	714.43	624.2	597.37
201899_s_at	UBE2A	489.17	515.53	459.93	551.83
201661_s_at	FACL3	150.37	142.43	99.37	149.27
208938_at	PRCC	106.43	88.07	107.23	99.17
201819_at	SCARB1	103.43	87.57	117.03	87.83
214075_at	SPUF	101.87	84.5	76.93	73.37
217865_at	GP	286.87	324.9	306.23	306.7
201695_s_at	NP	242.43	255.77	291.63	274.33
203008_x_at	APACD	276.73	313.4	244.47	285.7
201829_at	NET1	132.1	159.4	139.97	156.73
208270_s_at	RNPEP	340.57	363.63	352.7	289.87
208835_s_at	LUC7A	310.63	299.77	295.4	410.9
204767_s_at	FEN1	549.3	586.8	546.63	805.9
201598_s_at	INPPL1	227.67	175.43	215.63	134.23
201234_at	ILK	323.43	351.3	320.83	271.47
211275_s_at	GYG	312.47	328.73	319.33	352.1
208926_at	NEU1	212.03	173.43	226.93	188
202758_s_at	RFXANK	171.87	179.23	180.4	126.2
202224_at	CRK	291.77	302.1	267.4	333.37
202219_at	SLC6A8	315.53	286.93	420.53	339.97
213608_s_at	TFIP11	178.37	164.47	170.13	166.27
218143_s_at	SCAMP2	407.33	430.93	455.37	360.43
209224_s_at	NDUFA2	663.87	725.5	628	561.63
220386_s_at	EML4	93.13	92.97	133.93	71.37
201939_at	SNK	54.9	70.63	75.97	82.53
210137_s_at	DCTD	236.73	251.83	233.17	203.17
221483_s_at	ARPP-19	790.73	815.3	819.93	882.27
201788_at	RNAHP	269.4	248.53	311.23	287.73
201546_at	TRIP12	318.53	346.53	358	391.33
201407_s_at	PPP1CB	65.8	81.2	61.6	81.17
208861_s_at	ATRX	284.03	348.1	277.13	435.57
201649_at	UBE2L6	57.23	60.87	68.7	58.83
213129_s_at	GCSH	387.53	372.13	355.47	463.9
221485_at	B4GALT5	233.87	282.53	236.93	277.37
201709_s_at	NIPSNAP1	668.07	633.1	646.87	575.1
209102_s_at	HBP1	232.37	229.47	193.4	227.13
201803_at	POLR2B	422.03	445.77	374.37	470.6
212312_at	BCL2L1	49.53	71.8	45.27	47.83
210719_s_at	HMG20B	158.07	121	163.43	114.93
220046_s_at	CCNL1	172.5	184.1	255.07	302.77
201600_at	REA	1590.67	1731.1	1693.73	1660.07
201513_at	TSN	70.1	67.37	58.3	67.27
212255_s_at	ATP2C1	57.93	64.93	72.27	71.53
202718_at	IGFBP2	231.17	207.57	274.47	159.1
202602_s_at	HTATSF1	388.97	408.57	356.37	442.2
212895_s_at	ABR	286.83	272.83	275.43	269.47
202183_s_at	KIF22	106.17	108.77	113.8	85.23
201349_at	SLC9A3R1	130.4	148.17	129.3	110.7
202454_s_at	ERBB3	46.9	42.47	40	40.23
209199_s_at	MEF2C	79.4	70.53	75.73	54.6
221829_s_at	KPNB2	823.07	863.63	729.83	812.27
35201_at	HNRPL	256.03	231.83	389.27	307.87
209030_s_at	IGSF4	569.73	668.57	552.9	500.27
201892_s_at	IMPDH2	910.8	1120.7	1038.4	1057.87
202081_at	ETR101	522.53	502	774.07	1170.67
202110_at	COX7B	1494.47	1581.77	1604.87	1461.87
40093_at	LU	79.2	63.67	80.93	74.1
202133_at	TAZ	127.27	139.4	103.03	169.83
202203_s_at	AMFR	109.6	105.33	128.27	93.97
217867_x_at	BACE2	99.1	104.4	116.2	76.73
208924_at	RNF11	215.67	247.3	180.23	285.5
201714_at	TUBG1	353.73	422.07	388.4	354.13
218250_s_at	CNOT7	556.93	531.43	549.5	567.27
214198_s_at	DGCR2	119.2	98.4	102.77	115.23
202299_s_at	HBXIP	359.83	421.33	297.37	405.93
209504_s_at	PLEKHB1	60.93	59.93	52.8	49.77
201953_at	CIB1	227.67	221.97	227.17	189.6
221613_s_at	AWP1	412.47	412.63	282.07	410.17
221871_s_at	---	78.73	96.43	80.03	83.27
208370_s_at	DSCR1	125.87	108.33	108.7	142.3
201697_s_at	DNMT1	384.53	397.03	454.47	385.13
202125_s_at	ALS2CR3	149.77	133.27	112.5	111.8
208998_at	UCP2	148.27	153.07	107.17	160.87
201801_s_at	SLC29A1	215.4	175.67	217.23	152.7
201835_s_at	PRKAB1	96.97	85.17	119.5	87.43
206139_at	PIK4CB	79.2	76.47	79.97	72.03
201532_at	PSMA3	549.7	571.8	514.93	639.17
217840_at	ABS	196.87	191.6	196.77	167.93
201857_at	ZFR	559.27	618.47	496.47	626.43
201536_at	DUSP3	174.3	160.43	203.93	198.37
201968_s_at	PGM1	550.03	580.83	521.97	536.83
202145_at	LY6E	67.13	69.83	72.57	70.93
208996_s_at	POLR2C	329.6	358.2	374.93	296.47
201770_at	SNRPA	606.87	599.6	635.23	537.97
201555_at	MCM3	1201.9	1171.57	1343.4	1355.23
202362_at	RAP1A	177.7	249.57	160.97	174.63
201413_at	HSD17B4	463.2	484.7	501.87	469.9
201682_at	PMPCB	524.67	521.53	522.03	642.17
211988_at	SMARCE1	688.3	750.47	632.03	896.7
217812_at	HGRG8	383.57	457.17	317.7	516.93
201921_at	GNG10	328.63	399.77	330.1	540.1
213022_s_at	UTRN	77.4	74.63	97.57	60.8
201781_s_at	---	143.63	141.3	181.3	107.67
202646_s_at	D1S155E	640.83	774.1	709.97	646.93
33132_at	CPSF1	178.67	189.17	191.27	172.63
202556_s_at	MCRS1	225.6	234.1	225.83	196.13
202439_s_at	IDS	41.7	40	40	43.47
209135_at	ASPH	60.17	66.4	57.07	56
217882_at	LOC55831	285.83	322.63	297.57	290.67
201887_at	IL13RA1	156.9	149.7	163.27	139.9
208994_s_at	PPIG	99.37	124	103.57	127.6
203105_s_at	DNM1L	184.23	189.2	169.73	204.67
209348_s_at	MAF	42.17	40	43.97	49.03
217862_at	PIAS1	166.63	177.93	160.67	148.43
202551_s_at	CRIM1	80.03	74.43	71.77	70.67
202373_s_at	RAB3-GAP150	299.27	327.3	314.47	341
221827_at	C20orf18	208.2	230.03	233.13	204.7
202054_s_at	ALDH3A2	121.6	139	123.5	113.6
202096_s_at	BZRP	178.83	167.5	175.33	134.83
202334_s_at	UBE2B	174.63	177.57	151.03	188.87
218215_s_at	NR1H2	81.37	62.37	88.67	62.13
212586_at	ARTS-1	395.7	423.1	392.5	444.53
201603_at	---	113.03	125.13	91.37	134.47
217901_at	---	269.27	282.13	225.63	348.53
208898_at	ATP6V1D	289.9	317.03	267	364.33
210293_s_at	SEC23B	110.3	86.8	67.17	117.13
214268_s_at	MTMR4	236.63	244.47	240.1	204.37
201758_at	TSG101	542.97	610.97	538.13	769.5
209139_s_at	PRKRA	240.17	227.4	210.1	254.1
201592_at	EIF3S3	1032	1074.57	902.83	1197.63
217791_s_at	PYCS	291	266.33	367.83	250.93
221507_at	---	199.73	195.23	248.73	190.5
212298_at	NRP1	62.43	54.53	58.6	40.53
220757_s_at	UBXD1	88.5	75.63	89.43	62.5
213704_at	RABGGTB	40	48.2	42.4	66.7
205050_s_at	MAPK8IP2	108.97	84.73	128.03	95.83
209526_s_at	HDGFRP3	344.63	339.8	344.3	349.63
212269_s_at	MCM3AP	179.43	183.17	196.57	177.93
201931_at	ETFA	471.47	478.77	429.37	519.73
209944_at	APA1	498.93	459.13	338.97	595.23
221499_s_at	NPEPL1	325.93	299.43	304.43	266.5
212878_s_at	KNS2	121.4	122.27	122.27	131.07
202929_s_at	DDT	470.37	431.27	468.23	346.33
203551_s_at	COX11	148.63	133.8	124.47	150.43
209848_s_at	SILV	47.7	42.3	65.77	43.67
212383_at	ATP6V0A1	289.17	242.93	285.1	217.7
201885_s_at	DIA1	1296.7	1194.2	1265.5	1226.8
202531_at	IRF1	95.53	75.5	147	135
218045_x_at	FKBP4	194.3	98.53	175.8	116.5
212373_at	FEM1B	71.1	76.97	76.2	62
218574_s_at	LMCD1	106	82.47	99.87	75.87
202218_s_at	FADS2	336.23	173.27	225	130.07
201833_at	HDAC2	655.13	701.6	610.03	741.33
202144_s_at	ADSL	556.17	641.2	592.77	611.67
202749_at	WRB	354.77	403.7	279.2	308.43
210627_s_at	GCS1	82.9	90.33	94.3	74.63
209259_s_at	CSPG6	314.47	287.37	248.43	299.17
203554_x_at	PTTG1	1319.3	1307.7	1275.73	1030.6
221743_at	---	516.43	576.17	456.07	675.47
202725_at	POLR2A	374.07	270.97	354.67	326.83
217941_s_at	ERBB2IP	156.1	164.2	152.77	166.43
205633_s_at	ALAS1	124.17	119.87	148.63	184.9
202199_s_at	SRPK1	161.67	129.7	155.87	137.2
202268_s_at	APPBP1	388.77	482.43	392.17	519.77
209100_at	IFRD2	240.57	210.6	240.3	185.63
216902_s_at	---	43.63	41.57	40.03	51.6
222240_s_at	ISYNA1	288.33	252.03	332.8	243.93
202774_s_at	SFRS8	166.17	149.23	168.9	194.23
213296_at	PEX10	111.53	113.3	145.87	98.87
204039_at	CEBPA	104.63	104.13	150.73	108.77
204081_at	NRGN	137.23	126.67	99.1	108.6
203239_s_at	CNOT3	370.93	277.37	353.63	286.83
202639_s_at	RANBP3	90.17	78.43	78.8	58.67
202351_at	ITGAV	374.57	372.8	316.07	481.37
202982_s_at	ZAP128	72.07	57.17	71.53	61.63
210243_s_at	B4GALT3	152.9	136.13	144	145.6
202589_at	TYMS	3523.77	3930.8	4050	4076.47
218088_s_at	GTR2	393.17	394.37	383.23	388.03
203277_at	DFFA	314.3	261.73	300.2	248.43
207011_s_at	PTK7	172.17	141.53	185.1	120.1
202613_at	CTPS	364.3	371.3	432.77	494.97
209193_at	PIM1	132.17	144.1	177.17	160.43
202294_at	STAG1	148.73	149.27	146.77	153.77
202223_at	ITM1	293.03	283.53	303.47	272.8
221589_s_at	ALDH6A1	67.27	62.53	50.97	64.1
202731_at	PDCD4	125.83	119.57	128.23	109.57
210624_s_at	ILVBL	180.47	188.43	178	174.1
202641_at	ARL3	310.2	311.87	279.3	283.8
35671_at	GTF3C1	349.53	329.97	412.9	292.93
202733_at	P4HA2	142.87	147.23	152.67	122.43
218032_at	SNN	166.67	182.43	184.73	164.8
202352_s_at	PSMD12	338.5	354.03	358	522.37
202265_at	BMI1	253.27	229.93	185.83	214.07
209500_x_at	TNFSF13	43.33	40.37	40	40.87
217007_s_at	ADAM15	93.93	68.97	98	57.93
202495_at	TBCC	163.87	144.23	176.1	176.07
221746_at	UBL4	258.13	223	268.93	190
203022_at	RNASEH2A	610.5	617.53	541.73	491.63
218116_at	LOC51759	127.93	134.83	116.43	150.83
