	chrom	start	end	gid	gname	tid	strand	biotype	byname.uniq	bygid.uniq
9306	chrXIV	371882	372226	YNL135C	FPR1	YNL135C	-	protein_coding	TRUE	TRUE
11092	chrIV	1480425	1480832	YDR519W	FPR2	YDR519W	+	protein_coding	TRUE	TRUE
11215	chrXIII	120089	121324	YML074C	FPR3	YML074C	-	protein_coding	TRUE	TRUE
1898	chrXII	1030834	1032012	YLR449W	FPR4	YLR449W	+	protein_coding	TRUE	TRUE
10443	chrXII	49938	51947	YLL043W	FPS1	YLL043W	+	protein_coding	TRUE	TRUE
14334	chrXII	81461	83710	YLL029W	FRA1	YLL029W	+	protein_coding	TRUE	TRUE
7024	chrVII	82374	82736	YGL220W	FRA2	YGL220W	+	protein_coding	TRUE	TRUE
11486	chrXII	568567	570627	YLR214W	FRE1	YLR214W	+	protein_coding	TRUE	TRUE
10041	chrXI	9091	11226	YKL220C	FRE2	YKL220C	-	protein_coding	TRUE	TRUE
2496	chrXV	1055545	1057680	YOR381W	FRE3	YOR381W	+	protein_coding	TRUE	TRUE
8013	chrXIV	739951	742110	YNR060W	FRE4	YNR060W	+	protein_coding	TRUE	TRUE
3593	chrXV	1061564	1063648	YOR384W	FRE5	YOR384W	+	protein_coding	TRUE	TRUE
7972	chrXII	37333	39471	YLL051C	FRE6	YLL051C	-	protein_coding	TRUE	TRUE
6932	chrXV	40748	42610	YOL152W	FRE7	YOL152W	+	protein_coding	TRUE	TRUE
7196	chrXII	239347	241407	YLR047C	FRE8	YLR047C	-	protein_coding	TRUE	TRUE
10012	chrXVI	283464	286061	YPL141C	FRK1	YPL141C	-	protein_coding	TRUE	TRUE
1519	chrIII	74704	75285	YCL026C-A	FRM2	YCL026C-A	-	protein_coding	TRUE	TRUE
9839	chrIV	1222759	1223331	YDR373W	FRQ1	YDR373W	+	protein_coding	TRUE	TRUE
7542	chrXII	260979	262766	YLR060W	FRS1	YLR060W	+	protein_coding	TRUE	TRUE
12354	chrVI	93499	95010	YFL022C	FRS2	YFL022C	-	protein_coding	TRUE	TRUE
244	chrXV	923232	925040	YOR324C	FRT1	YOR324C	-	protein_coding	TRUE	TRUE
3304	chrI	92900	94486	YAL028W	FRT2	YAL028W	+	protein_coding	TRUE	TRUE
12904	chrXV	831059	832042	YOR271C	FSF1	YOR271C	-	protein_coding	TRUE	TRUE
13048	chrVIII	206462	207193	YHR049W	FSH1	YHR049W	+	protein_coding	TRUE	TRUE
7986	chrXIII	715638	716309	YMR222C	FSH2	YMR222C	-	protein_coding	TRUE	TRUE
38	chrXV	844992	845792	YOR280C	FSH3	YOR280C	-	protein_coding	TRUE	TRUE
2072	chrII	635146	636543	YBR207W	FTH1	YBR207W	+	protein_coding	TRUE	TRUE
10620	chrV	460526	461740	YER145C	FTR1	YER145C	-	protein_coding	TRUE	TRUE
13372	chrII	138341	140260	YBL042C	FUI1	YBL042C	-	protein_coding	TRUE	TRUE
11090	chrXVI	47336	48802	YPL262W	FUM1	YPL262W	+	protein_coding	TRUE	TRUE
10396	chrI	76427	79435	YAL035W	FUN12	YAL035W	+	protein_coding	TRUE	TRUE
1610	chrI	136914	137510	YAL008W	FUN14	YAL008W	+	protein_coding	TRUE	TRUE
196	chrI	80710	81951	YAL034C	FUN19	YAL034C	-	protein_coding	TRUE	TRUE
6787	chrI	108877	110430	YAL022C	FUN26	YAL022C	-	protein_coding	TRUE	TRUE
2572	chrI	114919	118314	YAL019W	FUN30	YAL019W	+	protein_coding	TRUE	TRUE
929	chrVIII	362115	362765	YHR128W	FUR1	YHR128W	+	protein_coding	TRUE	TRUE
3700	chrII	281443	283344	YBR021W	FUR4	YBR021W	+	protein_coding	TRUE	TRUE
2584	chrIII	71803	73341	YCL027W	FUS1	YCL027W	+	protein_coding	TRUE	TRUE
10323	chrXIII	736926	738959	YMR232W	FUS2	YMR232W	+	protein_coding	TRUE	TRUE
11284	chrII	192451	193512	YBL016W	FUS3	YBL016W	+	protein_coding	TRUE	TRUE
6359	chrIV	491017	491502	YDR024W	FYV1	YDR024W	+	protein_coding	TRUE	TRUE
2113	chrIX	180427	181977	YIL097W	FYV10	YIL097W	+	protein_coding	TRUE	TRUE
9505	chrXV	678872	679261	YOR183W	FYV12	YOR183W	+	protein_coding	TRUE	TRUE
1147	chrVIII	220108	220500	YHR059W	FYV4	YHR059W	+	protein_coding	TRUE	TRUE
8917	chrIII	23523	23981	YCL058C	FYV5	YCL058C	-	protein_coding	TRUE	TRUE
2109	chrXIV	374171	374692	YNL133C	FYV6	YNL133C	-	protein_coding	TRUE	TRUE
11627	chrXII	271008	271463	YLR068W	FYV7	YLR068W	+	protein_coding	TRUE	TRUE
5750	chrVII	889733	892186	YGR196C	FYV8	YGR196C	-	protein_coding	TRUE	TRUE
14148	chrVII	22304	23203	YGL254W	FZF1	YGL254W	+	protein_coding	TRUE	TRUE
7761	chrII	586547	589114	YBR179C	FZO1	YBR179C	-	protein_coding	TRUE	TRUE
6115	chrXII	316107	317951	YLR088W	GAA1	YLR088W	+	protein_coding	TRUE	TRUE
1616	chrXII	1057334	1058518	YLR459W	GAB1	YLR459W	+	protein_coding	TRUE	TRUE
9189	chrXV	667860	670241	YOR178C	GAC1	YOR178C	-	protein_coding	TRUE	TRUE
10089	chrXIII	770801	772558	YMR250W	GAD1	YMR250W	+	protein_coding	TRUE	TRUE
2568	chrII	279021	280607	YBR020W	GAL1	YBR020W	+	protein_coding	TRUE	TRUE
5838	chrII	276253	278352	YBR019C	GAL10	YBR019C	-	protein_coding	TRUE	TRUE
3158	chrXV	234940	238185	YOL051W	GAL11	YOL051W	+	protein_coding	TRUE	TRUE
6690	chrXII	290212	291936	YLR081W	GAL2	YLR081W	+	protein_coding	TRUE	TRUE
4639	chrIV	463434	464996	YDR009W	GAL3	YDR009W	+	protein_coding	TRUE	TRUE
14129	chrXVI	79711	82356	YPL248C	GAL4	YPL248C	-	protein_coding	TRUE	TRUE
4937	chrII	274427	275527	YBR018C	GAL7	YBR018C	-	protein_coding	TRUE	TRUE
5377	chrXIII	171594	172901	YML051W	GAL80	YML051W	+	protein_coding	TRUE	TRUE
14136	chrV	208979	210232	YER027C	GAL83	YER027C	-	protein_coding	TRUE	TRUE
12228	chrXI	515063	516871	YKR039W	GAP1	YKR039W	+	protein_coding	TRUE	TRUE
1745	chrVIII	282681	283298	YHR089C	GAR1	YHR089C	-	protein_coding	TRUE	TRUE
6928	chrXIII	887003	888682	YMR307W	GAS1	YMR307W	+	protein_coding	TRUE	TRUE
5699	chrXII	816094	817761	YLR343W	GAS2	YLR343W	+	protein_coding	TRUE	TRUE
9940	chrXIII	696796	698370	YMR215W	GAS3	YMR215W	+	protein_coding	TRUE	TRUE
8180	chrXV	71300	72715	YOL132W	GAS4	YOL132W	+	protein_coding	TRUE	TRUE
2850	chrXV	268187	269641	YOL030W	GAS5	YOL030W	+	protein_coding	TRUE	TRUE
4344	chrVI	95966	97498	YFL021W	GAT1	YFL021W	+	protein_coding	TRUE	TRUE
10624	chrXIII	541199	542881	YMR136W	GAT2	YMR136W	+	protein_coding	TRUE	TRUE
9603	chrXII	171339	171764	YLR013W	GAT3	YLR013W	+	protein_coding	TRUE	TRUE
5173	chrIX	380019	380384	YIR013C	GAT4	YIR013C	-	protein_coding	TRUE	TRUE
13349	chrIII	102075	103358	YCL011C	GBP2	YCL011C	-	protein_coding	TRUE	TRUE
1429	chrXV	813984	815720	YOR260W	GCD1	YOR260W	+	protein_coding	TRUE	TRUE
4951	chrXIV	508776	510212	YNL062C	GCD10	YNL062C	-	protein_coding	TRUE	TRUE
9744	chrV	205251	206834	YER025W	GCD11	YER025W	+	protein_coding	TRUE	TRUE
7043	chrX	185528	186679	YJL125C	GCD14	YJL125C	-	protein_coding	TRUE	TRUE
11726	chrVII	644860	646815	YGR083C	GCD2	YGR083C	-	protein_coding	TRUE	TRUE
14293	chrIV	884727	886865	YDR211W	GCD6	YDR211W	+	protein_coding	TRUE	TRUE
3686	chrXII	718317	719462	YLR291C	GCD7	YLR291C	-	protein_coding	TRUE	TRUE
4557	chrVII	131525	139543	YGL195W	GCN1	YGL195W	+	protein_coding	TRUE	TRUE
8122	chrIV	1025070	1030049	YDR283C	GCN2	YDR283C	-	protein_coding	TRUE	TRUE
12155	chrVI	162488	164746	YFR009W	GCN20	YFR009W	+	protein_coding	TRUE	TRUE
6296	chrXI	488738	489655	YKR026C	GCN3	YKR026C	-	protein_coding	TRUE	TRUE
76	chrV	138918	139763	YEL009C	GCN4	YEL009C	-	protein_coding	TRUE	TRUE
11422	chrVII	996869	998188	YGR252W	GCN5	YGR252W	+	protein_coding	TRUE	TRUE
2666	chrXVI	412254	415362	YPL075W	GCR1	YPL075W	+	protein_coding	TRUE	TRUE
11155	chrXIV	264926	266530	YNL199C	GCR2	YNL199C	-	protein_coding	TRUE	TRUE
6765	chrIV	51115	52173	YDL226C	GCS1	YDL226C	-	protein_coding	TRUE	TRUE
11652	chrIV	484163	485365	YDR019C	GCV1	YDR019C	-	protein_coding	TRUE	TRUE
8609	chrXIII	637500	640604	YMR189W	GCV2	YMR189W	+	protein_coding	TRUE	TRUE
1753	chrI	57950	58462	YAL044C	GCV3	YAL044C	-	protein_coding	TRUE	TRUE
11685	chrXV	551114	552052	YOR120W	GCY1	YOR120W	+	protein_coding	TRUE	TRUE
6603	chrV	73771	75327	YEL042W	GDA1	YEL042W	+	protein_coding	TRUE	TRUE
9328	chrXVI	902044	906654	YPR184W	GDB1	YPR184W	+	protein_coding	TRUE	TRUE
10419	chrXVI	341068	344739	YPL110C	GDE1	YPL110C	-	protein_coding	TRUE	TRUE
11334	chrXV	1041678	1043042	YOR375C	GDH1	YOR375C	-	protein_coding	TRUE	TRUE
1004	chrIV	70640	73918	YDL215C	GDH2	YDL215C	-	protein_coding	TRUE	TRUE
13267	chrI	31567	32940	YAL062W	GDH3	YAL062W	+	protein_coding	TRUE	TRUE
11594	chrV	439616	440971	YER136W	GDI1	YER136W	+	protein_coding	TRUE	TRUE
5548	chrXV	1005137	1006705	YOR355W	GDS1	YOR355W	+	protein_coding	TRUE	TRUE
7877	chrII	602634	603476	YBR187W	GDT1	YBR187W	+	protein_coding	TRUE	TRUE
10132	chrX	486586	490812	YJR031C	GEA1	YJR031C	-	protein_coding	TRUE	TRUE
6501	chrV	111421	115800	YEL022W	GEA2	YEL022W	+	protein_coding	TRUE	TRUE
3752	chrX	507746	510085	YJR040W	GEF1	YJR040W	+	protein_coding	TRUE	TRUE
11611	chrI	52801	54789	YAL048C	GEM1	YAL048C	-	protein_coding	TRUE	TRUE
1832	chrXV	725564	727234	YOR205C	GEP3	YOR205C	-	protein_coding	TRUE	TRUE
12879	chrVIII	314116	314673	YHR100C	GEP4	YHR100C	-	protein_coding	TRUE	TRUE
13573	chrXII	322297	323178	YLR091W	GEP5	YLR091W	+	protein_coding	TRUE	TRUE
6593	chrVII	394966	395829	YGL057C	GEP7	YGL057C	-	protein_coding	TRUE	TRUE
11970	chrVII	457163	457870	YGL020C	GET1	YGL020C	-	protein_coding	TRUE	TRUE
8945	chrV	326174	327031	YER083C	GET2	YER083C	-	protein_coding	TRUE	TRUE
12537	chrIV	282112	283176	YDL100C	GET3	YDL100C	-	protein_coding	TRUE	TRUE
13265	chrXV	643394	644332	YOR164C	GET4	YOR164C	-	protein_coding	TRUE	TRUE
2107	chrIII	6479	8326	YCL073C	GEX1	YCL073C	-	protein_coding	TRUE	TRUE
9085	chrXI	661442	663289	YKR106W	GEX2	YKR106W	+	protein_coding	TRUE	TRUE
1176	chrXI	243220	245373	YKL104C	GFA1	YKL104C	-	protein_coding	TRUE	TRUE
1659	chrXIII	778001	778567	YMR255W	GFD1	YMR255W	+	protein_coding	TRUE	TRUE
8818	chrIII	59026	60726	YCL036W	GFD2	YCL036W	+	protein_coding	TRUE	TRUE
5621	chrIV	1190059	1191732	YDR358W	GGA1	YDR358W	+	protein_coding	TRUE	TRUE
5947	chrVIII	328303	330060	YHR108W	GGA2	YHR108W	+	protein_coding	TRUE	TRUE
11625	chrIV	103649	104551	YDL198C	GGC1	YDL198C	-	protein_coding	TRUE	TRUE
5249	chrVIII	221534	222478	YHR061C	GIC1	YHR061C	-	protein_coding	TRUE	TRUE
4721	chrIV	1079048	1080199	YDR309C	GIC2	YDR309C	-	protein_coding	TRUE	TRUE
4035	chrIII	52645	54882	YCL039W	GID7	YCL039W	+	protein_coding	TRUE	TRUE
10313	chrXIII	538689	540056	YMR135C	GID8	YMR135C	-	protein_coding	TRUE	TRUE
10073	chrXIV	345669	346058	YNL153C	GIM3	YNL153C	-	protein_coding	TRUE	TRUE
12144	chrV	148176	148599	YEL003W	GIM4	YEL003W	+	protein_coding	TRUE	TRUE
11356	chrXIII	82275	82849	YML094W	GIM5	YML094W	+	protein_coding	TRUE	TRUE
10097	chrIV	1462358	1465786	YDR507C	GIN4	YDR507C	-	protein_coding	TRUE	TRUE
488	chrII	328173	330092	YBR045C	GIP1	YBR045C	-	protein_coding	TRUE	TRUE
106	chrV	262052	263698	YER054C	GIP2	YER054C	-	protein_coding	TRUE	TRUE
5218	chrXVI	292817	296647	YPL137C	GIP3	YPL137C	-	protein_coding	TRUE	TRUE
1555	chrI	84749	87031	YAL031C	GIP4	YAL031C	-	protein_coding	TRUE	TRUE
6567	chrIV	765706	766503	YDR152W	GIR2	YDR152W	+	protein_coding	TRUE	TRUE
1129	chrIV	637139	639823	YDR096W	GIS1	YDR096W	+	protein_coding	TRUE	TRUE
10700	chrXIV	167329	167790	YNL255C	GIS2	YNL255C	-	protein_coding	TRUE	TRUE
11754	chrXII	327730	329238	YLR094C	GIS3	YLR094C	-	protein_coding	TRUE	TRUE
10892	chrXIII	256092	258416	YML006C	GIS4	YML006C	-	protein_coding	TRUE	TRUE
9298	chrIII	297049	298605	YCR098C	GIT1	YCR098C	-	protein_coding	TRUE	TRUE
1681	chrV	133120	135234	YEL011W	GLC3	YEL011W	+	protein_coding	TRUE	TRUE
9279	chrV	432495	433958	YER133W	GLC7	YER133W	+	protein_coding	TRUE	TRUE
13589	chrXIII	896914	897603	YMR311C	GLC8	YMR311C	-	protein_coding	TRUE	TRUE
7002	chrIV	88248	89864	YDL207W	GLE1	YDL207W	+	protein_coding	TRUE	TRUE
7798	chrV	373448	374545	YER107C	GLE2	YER107C	-	protein_coding	TRUE	TRUE
12087	chrXI	552770	554620	YKR058W	GLG1	YKR058W	+	protein_coding	TRUE	TRUE
7449	chrX	154985	156127	YJL137C	GLG2	YJL137C	-	protein_coding	TRUE	TRUE
8579	chrIII	50838	52340	YCL040W	GLK1	YCL040W	+	protein_coding	TRUE	TRUE
13016	chrXVI	642208	643320	YPR035W	GLN1	YPR035W	+	protein_coding	TRUE	TRUE
14445	chrV	229795	231987	YER040W	GLN3	YER040W	+	protein_coding	TRUE	TRUE
887	chrXV	649303	651732	YOR168W	GLN4	YOR168W	+	protein_coding	TRUE	TRUE
2677	chrXIII	261705	262685	YML004C	GLO1	YML004C	-	protein_coding	TRUE	TRUE
793	chrIV	1009010	1009834	YDR272W	GLO2	YDR272W	+	protein_coding	TRUE	TRUE
14243	chrV	402871	404352	YER122C	GLO3	YER122C	-	protein_coding	TRUE	TRUE
6314	chrXV	407064	407921	YOR040W	GLO4	YOR040W	+	protein_coding	TRUE	TRUE
13338	chrXVI	375502	376953	YPL091W	GLR1	YPL091W	+	protein_coding	TRUE	TRUE
11342	chrIV	149203	155640	YDL171C	GLT1	YDL171C	-	protein_coding	TRUE	TRUE
4206	chrV	67629	68792	YEL046C	GLY1	YEL046C	-	protein_coding	TRUE	TRUE
14640	chrXI	500282	501103	YKR030W	GMH1	YKR030W	+	protein_coding	TRUE	TRUE
677	chrVI	103983	104462	YFL017C	GNA1	YFL017C	-	protein_coding	TRUE	TRUE
13712	chrVIII	470960	472429	YHR183W	GND1	YHR183W	+	protein_coding	TRUE	TRUE
3114	chrVII	1004624	1006102	YGR256W	GND2	YGR256W	+	protein_coding	TRUE	TRUE
11510	chrIV	1466453	1468444	YDR508C	GNP1	YDR508C	-	protein_coding	TRUE	TRUE
11789	chrXV	913619	915094	YOR320C	GNT1	YOR320C	-	protein_coding	TRUE	TRUE
12075	chrX	83448	83819	YJL184W	GON7	YJL184W	+	protein_coding	TRUE	TRUE
5332	chrXIV	121118	122170	YNL274C	GOR1	YNL274C	-	protein_coding	TRUE	TRUE
9946	chrVIII	38815	39486	YHL031C	GOS1	YHL031C	-	protein_coding	TRUE	TRUE
7680	chrXIII	854795	855293	YMR292W	GOT1	YMR292W	+	protein_coding	TRUE	TRUE
10095	chrVIII	113499	114917	YHR005C	GPA1	YHR005C	-	protein_coding	TRUE	TRUE
14547	chrV	195168	196517	YER020W	GPA2	YER020W	+	protein_coding	TRUE	TRUE
11526	chrXV	1031489	1034182	YOR371C	GPB1	YOR371C	-	protein_coding	TRUE	TRUE
7353	chrI	39259	41901	YAL056W	GPB2	YAL056W	+	protein_coding	TRUE	TRUE
13224	chrIV	411825	413000	YDL022W	GPD1	YDL022W	+	protein_coding	TRUE	TRUE
5441	chrXV	217126	218448	YOL059W	GPD2	YOL059W	+	protein_coding	TRUE	TRUE
12663	chrVII	280777	281157	YGL121C	GPG1	YGL121C	-	protein_coding	TRUE	TRUE
4277	chrXVI	861306	864014	YPR160W	GPH1	YPR160W	+	protein_coding	TRUE	TRUE
11110	chrVII	922633	924462	YGR216C	GPI1	YGR216C	-	protein_coding	TRUE	TRUE
8261	chrVII	236269	238119	YGL142C	GPI10	YGL142C	-	protein_coding	TRUE	TRUE
2834	chrIV	1067731	1068390	YDR302W	GPI11	YDR302W	+	protein_coding	TRUE	TRUE
5836	chrXIII	832339	833253	YMR281W	GPI12	YMR281W	+	protein_coding	TRUE	TRUE
4227	chrXII	77152	80205	YLL031C	GPI13	YLL031C	-	protein_coding	TRUE	TRUE
7791	chrX	460382	461593	YJR013W	GPI14	YJR013W	+	protein_coding	TRUE	TRUE
13082	chrXIV	557020	557783	YNL038W	GPI15	YNL038W	+	protein_coding	TRUE	TRUE
13334	chrVIII	482005	483837	YHR188C	GPI16	YHR188C	-	protein_coding	TRUE	TRUE
13422	chrIV	1331237	1332841	YDR434W	GPI17	YDR434W	+	protein_coding	TRUE	TRUE
11076	chrII	244366	245667	YBR004C	GPI18	YBR004C	-	protein_coding	TRUE	TRUE
4766	chrIV	1337352	1337774	YDR437W	GPI19	YDR437W	+	protein_coding	TRUE	TRUE
8320	chrXVI	410443	411285	YPL076W	GPI2	YPL076W	+	protein_coding	TRUE	TRUE
14324	chrIV	1129588	1130823	YDR331W	GPI8	YDR331W	+	protein_coding	TRUE	TRUE
12130	chrXI	163642	164385	YKL152C	GPM1	YKL152C	-	protein_coding	TRUE	TRUE
4509	chrIV	413953	414888	YDL021W	GPM2	YDL021W	+	protein_coding	TRUE	TRUE
5980	chrXV	223268	224179	YOL056W	GPM3	YOL056W	+	protein_coding	TRUE	TRUE
1464	chrIV	389172	392057	YDL035C	GPR1	YDL035C	-	protein_coding	TRUE	TRUE
13603	chrXI	567918	570149	YKR067W	GPT2	YKR067W	+	protein_coding	TRUE	TRUE
13080	chrXI	389380	389883	YKL026C	GPX1	YKL026C	-	protein_coding	TRUE	TRUE
10858	chrII	707528	708016	YBR244W	GPX2	YBR244W	+	protein_coding	TRUE	TRUE
3188	chrXII	68580	70478	YLL035W	GRC3	YLL035W	+	protein_coding	TRUE	TRUE
13097	chrXVI	128632	129138	YPL223C	GRE1	YPL223C	-	protein_coding	TRUE	TRUE
11078	chrXV	43694	44722	YOL151W	GRE2	YOL151W	+	protein_coding	TRUE	TRUE
5253	chrVIII	323409	324392	YHR104W	GRE3	YHR104W	+	protein_coding	TRUE	TRUE
1296	chrIV	1477239	1478357	YDR517W	GRH1	YDR517W	+	protein_coding	TRUE	TRUE
13342	chrX	590872	594327	YJR090C	GRR1	YJR090C	-	protein_coding	TRUE	TRUE
7322	chrII	481364	483367	YBR121C	GRS1	YBR121C	-	protein_coding	TRUE	TRUE
11696	chrXVI	702114	703970	YPR081C	GRS2	YPR081C	-	protein_coding	TRUE	TRUE
9853	chrIII	60841	61173	YCL035C	GRX1	YCL035C	-	protein_coding	TRUE	TRUE
5760	chrIV	1471017	1471448	YDR513W	GRX2	YDR513W	+	protein_coding	TRUE	TRUE
7288	chrIV	644178	645035	YDR098C	GRX3	YDR098C	-	protein_coding	TRUE	TRUE
750	chrV	538434	539168	YER174C	GRX4	YER174C	-	protein_coding	TRUE	TRUE
13351	chrXVI	444579	445031	YPL059W	GRX5	YPL059W	+	protein_coding	TRUE	TRUE
6002	chrIV	432330	433025	YDL010W	GRX6	YDL010W	+	protein_coding	TRUE	TRUE
11182	chrII	266725	267336	YBR014C	GRX7	YBR014C	-	protein_coding	TRUE	TRUE
2239	chrXII	854062	854391	YLR364W	GRX8	YLR364W	+	protein_coding	TRUE	TRUE
10911	chrVII	548264	553951	YGR032W	GSC2	YGR032W	+	protein_coding	TRUE	TRUE
3719	chrXIII	178426	179637	YML048W	GSF2	YML048W	+	protein_coding	TRUE	TRUE
9710	chrX	234320	236356	YJL101C	GSH1	YJL101C	-	protein_coding	TRUE	TRUE
6382	chrXV	238619	240094	YOL049W	GSH2	YOL049W	+	protein_coding	TRUE	TRUE
6412	chrX	229025	230881	YJL103C	GSM1	YJL103C	-	protein_coding	TRUE	TRUE
7935	chrXII	720771	721430	YLR293C	GSP1	YLR293C	-	protein_coding	TRUE	TRUE
9966	chrXV	681444	682106	YOR185C	GSP2	YOR185C	-	protein_coding	TRUE	TRUE
10539	chrVI	174265	176391	YFR015C	GSY1	YFR015C	-	protein_coding	TRUE	TRUE
13245	chrXII	660716	662833	YLR258W	GSY2	YLR258W	+	protein_coding	TRUE	TRUE
2257	chrIV	907330	909438	YDR221W	GTB1	YDR221W	+	protein_coding	TRUE	TRUE
12440	chrVII	694584	695135	YGR102C	GTF1	YGR102C	-	protein_coding	TRUE	TRUE
1565	chrVII	796798	797868	YGR154C	GTO1	YGR154C	-	protein_coding	TRUE	TRUE
13520	chrXIII	772915	774015	YMR251W	GTO3	YMR251W	+	protein_coding	TRUE	TRUE
3473	chrXIII	26930	27862	YML121W	GTR1	YML121W	+	protein_coding	TRUE	TRUE
2675	chrVII	827552	828577	YGR163W	GTR2	YGR163W	+	protein_coding	TRUE	TRUE
6743	chrVII	157906	159096	YGL181W	GTS1	YGL181W	+	protein_coding	TRUE	TRUE
4104	chrIX	423809	424513	YIR038C	GTT1	YIR038C	-	protein_coding	TRUE	TRUE
5056	chrXII	21138	21839	YLL060C	GTT2	YLL060C	-	protein_coding	TRUE	TRUE
8792	chrV	123657	124670	YEL017W	GTT3	YEL017W	+	protein_coding	TRUE	TRUE
11201	chrXIII	701790	703367	YMR217W	GUA1	YMR217W	+	protein_coding	TRUE	TRUE
10939	chrIV	28985	30454	YDL238C	GUD1	YDL238C	-	protein_coding	TRUE	TRUE
11549	chrXII	715089	717026	YLR289W	GUF1	YLR289W	+	protein_coding	TRUE	TRUE
12827	chrIV	1366264	1366827	YDR454C	GUK1	YDR454C	-	protein_coding	TRUE	TRUE
6367	chrVII	350616	352298	YGL084C	GUP1	YGL084C	-	protein_coding	TRUE	TRUE
949	chrXVI	189154	190983	YPL189W	GUP2	YPL189W	+	protein_coding	TRUE	TRUE
4136	chrVII	39023	41149	YGL245W	GUS1	YGL245W	+	protein_coding	TRUE	TRUE
6624	chrVIII	36379	38508	YHL032C	GUT1	YHL032C	-	protein_coding	TRUE	TRUE
12800	chrIX	51759	53708	YIL155C	GUT2	YIL155C	-	protein_coding	TRUE	TRUE
13839	chrIX	276525	277505	YIL041W	GVP36	YIL041W	+	protein_coding	TRUE	TRUE
2923	chrX	261080	262552	YJL091C	GWT1	YJL091C	-	protein_coding	TRUE	TRUE
8153	chrXIII	647118	649280	YMR192W	GYL1	YMR192W	+	protein_coding	TRUE	TRUE
5410	chrXV	455907	457820	YOR070C	GYP1	YOR070C	-	protein_coding	TRUE	TRUE
6809	chrXVI	76669	79353	YPL249C	GYP5	YPL249C	-	protein_coding	TRUE	TRUE
9693	chrX	358300	359676	YJL044C	GYP6	YJL044C	-	protein_coding	TRUE	TRUE
11750	chrIV	34237	36477	YDL234C	GYP7	YDL234C	-	protein_coding	TRUE	TRUE
10067	chrVI	80419	81912	YFL027C	GYP8	YFL027C	-	protein_coding	TRUE	TRUE
9521	chrX	209922	211577	YJL110C	GZF3	YJL110C	-	protein_coding	TRUE	TRUE
92	chrXVI	573018	575102	YPR008W	HAA1	YPR008W	+	protein_coding	TRUE	TRUE
13346	chrVI	75179	76147	YFL031W	HAC1	YFL031W	+	protein_coding	TRUE	TRUE
3501	chrXVI	565787	566671	YPR005C	HAL1	YPR005C	-	protein_coding	TRUE	TRUE
10813	chrX	106894	109461	YJL165C	HAL5	YJL165C	-	protein_coding	TRUE	TRUE
3004	chrXV	150398	153490	YOL089C	HAL9	YOL089C	-	protein_coding	TRUE	TRUE
4706	chrX	568806	569399	YJR069C	HAM1	YJR069C	-	protein_coding	TRUE	TRUE
4899	chrXII	646415	650923	YLR256W	HAP1	YLR256W	+	protein_coding	TRUE	TRUE
3391	chrVII	52731	53528	YGL237C	HAP2	YGL237C	-	protein_coding	TRUE	TRUE
2840	chrII	181660	182094	YBL021C	HAP3	YBL021C	-	protein_coding	TRUE	TRUE
6727	chrXI	232227	233891	YKL109W	HAP4	YKL109W	+	protein_coding	TRUE	TRUE
11125	chrXV	1010161	1010889	YOR358W	HAP5	YOR358W	+	protein_coding	TRUE	TRUE
4503	chrXIII	850074	851591	YMR290C	HAS1	YMR290C	-	protein_coding	TRUE	TRUE
2492	chrXVI	554605	555729	YPL001W	HAT1	YPL001W	+	protein_coding	TRUE	TRUE
13488	chrV	47168	48373	YEL056W	HAT2	YEL056W	+	protein_coding	TRUE	TRUE
1778	chrIII	73405	73986	YCL026C-B	HBN1	YCL026C-B	-	protein_coding	TRUE	TRUE
8770	chrXI	597055	598890	YKR084C	HBS1	YKR084C	-	protein_coding	TRUE	TRUE
10866	chrIV	57265	60405	YDL223C	HBT1	YDL223C	-	protein_coding	TRUE	TRUE
3563	chrX	383837	386149	YJL033W	HCA4	YJL033W	+	protein_coding	TRUE	TRUE
8959	chrXIV	108467	108928	YNL281W	HCH1	YNL281W	+	protein_coding	TRUE	TRUE
973	chrIII	229310	231004	YCR065W	HCM1	YCR065W	+	protein_coding	TRUE	TRUE
1585	chrXII	538792	539589	YLR192C	HCR1	YLR192C	-	protein_coding	TRUE	TRUE
13112	chrXI	405190	407241	YKL017C	HCS1	YKL017C	-	protein_coding	TRUE	TRUE
649	chrXIV	593227	595347	YNL021W	HDA1	YNL021W	+	protein_coding	TRUE	TRUE
8520	chrIV	1052623	1054647	YDR295C	HDA2	YDR295C	-	protein_coding	TRUE	TRUE
13986	chrXVI	893797	895764	YPR179C	HDA3	YPR179C	-	protein_coding	TRUE	TRUE
14393	chrIV	477797	478285	YDR014W-A	HED1	YDR014W-A	+	protein_coding	TRUE	TRUE
1677	chrXIV	606319	609453	YNL014W	HEF3	YNL014W	+	protein_coding	TRUE	TRUE
2873	chrIV	1380055	1382046	YDR458C	HEH2	YDR458C	-	protein_coding	TRUE	TRUE
7638	chrII	160184	161329	YBL032W	HEK2	YBL032W	+	protein_coding	TRUE	TRUE
220	chrIV	927452	929098	YDR232W	HEM1	YDR232W	+	protein_coding	TRUE	TRUE
2490	chrIV	551860	552948	YDR047W	HEM12	YDR047W	+	protein_coding	TRUE	TRUE
3051	chrIV	546642	547628	YDR044W	HEM13	YDR044W	+	protein_coding	TRUE	TRUE
6713	chrV	182600	184219	YER014W	HEM14	YER014W	+	protein_coding	TRUE	TRUE
